Tue Jun 29 17:50:58 2021    profile.out

         889378 function calls (833697 primitive calls) in 55.045 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.001    0.000    0.013    0.001 inspect.py:2992(bind)
        7    0.001    0.000    0.003    0.000 functoolz.py:872(has_varargs)
       10    0.001    0.000    0.017    0.002 __init__.py:1406(makeRecord)
        7    0.001    0.000    0.001    0.000 opcode.py:47(jrel_op)
       25    0.001    0.000    0.001    0.000 {built-in method _struct.calcsize}
        4    0.001    0.000    0.025    0.006 pyparsing.py:3353(setResultsName)
        1    0.001    0.001    0.001    0.001 <string>:5(HttpResponse)
        3    0.001    0.000    1.824    0.608 __init__.py:29(load_module)
        1    0.001    0.001    0.010    0.010 langbulgarianmodel.py:4(<module>)
        3    0.001    0.000    2.419    0.806 __init__.py:5(<module>)
       13    0.001    0.000    0.009    0.001 ellipticcurve.py:146(__init__)
        9    0.001    0.000    0.001    0.000 functoolz.py:152(__init__)
       11    0.001    0.000    0.001    0.000 {built-in method _hashlib.get_fips_mode}
       15    0.001    0.000    0.001    0.000 pyparsing.py:666(<lambda>)
        4    0.001    0.000    0.001    0.000 pyparsing.py:3015(parseImpl)
       18    0.001    0.000    0.001    0.000 serializable.py:323(_mk_field_attrs)
        1    0.001    0.001    0.002    0.002 _signatures.py:14(<module>)
        3    0.001    0.000    0.024    0.008 __init__.py:586(update)
        1    0.001    0.001    0.852    0.852 platform.py:10(<module>)
        1    0.001    0.001    0.003    0.003 common_pb2.py:4(<module>)
        1    0.001    0.001    0.001    0.001 contract.py:462(freeze_balance_contractParser)
        1    0.001    0.001    0.029    0.029 parse.py:28(<module>)
        1    0.001    0.001    0.001    0.001 contract.py:735(exchange_transaction_contractParser)
        5    0.001    0.000    0.001    0.000 six.py:181(_get_module)
        1    0.001    0.001    0.001    0.001 ssltransport.py:1(<module>)
        1    0.001    0.001    0.001    0.001 __init__.py:259(_reset_cache)
       10    0.001    0.000    0.001    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.002    0.000 tokenize.py:355(detect_encoding)
        1    0.000    0.000    2.346    2.346 grammar.py:7(<module>)
        5    0.000    0.000    0.007    0.001 __init__.py:3119(__contains__)
        1    0.000    0.000    0.001    0.001 contract.py:526(update_asset_contractParser)
        1    0.000    0.000    0.002    0.002 __future__.py:48(<module>)
        1    0.000    0.000    0.045    0.045 curves.py:1(<module>)
       16    0.000    0.000    0.000    0.000 symbol_database.py:192(Default)
        4    0.000    0.000    0.004    0.001 logging.py:107(__new__)
        2    0.000    0.000    0.021    0.011 pyparsing.py:2863(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.001    0.001 contract.py:665(exchange_create_contractParser)
       16    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
       14    0.000    0.000    0.003    0.000 grammar.py:333(visit_ored)
        4    0.000    0.000    0.005    0.001 pyparsing.py:1841(__radd__)
       22    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       14    0.000    0.000    0.002    0.000 __init__.py:2102(safe_listdir)
        1    0.000    0.000    0.103    0.103 decoder.py:2(<module>)
        1    0.000    0.000    1.349    1.349 _internal_utils.py:9(<module>)
        7    0.000    0.000    0.001    0.000 serializable.py:369(<genexpr>)
        1    0.000    0.000    0.158    0.158 uuid.py:45(<module>)
       21    0.000    0.000    0.001    0.000 functoolz.py:876(<genexpr>)
        5    0.000    0.000    1.541    0.308 main.py:1(<module>)
        1    0.000    0.000    0.080    0.080 ntpath.py:6(<module>)
        2    0.000    0.000    0.001    0.001 contextlib.py:79(__enter__)
        1    0.000    0.000    0.152    0.152 well_known_types.py:39(<module>)
       10    0.000    0.000    0.000    0.000 threading.py:1076(name)
        1    0.000    0.000    0.005    0.005 itertoolz.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
       16    0.000    0.000    0.001    0.000 typing.py:1110(<genexpr>)
       14    0.000    0.000    0.001    0.000 der.py:251(encode_length)
        1    0.000    0.000    0.011    0.011 _mode_cfb.py:25(<module>)
        1    0.000    0.000    0.001    0.001 functoolz.py:472(Compose)
        3    0.000    0.000    1.825    0.608 __init__.py:51(create_module)
        1    0.000    0.000    0.001    0.001 contract.py:448(account_update_contractParser)
        1    0.000    0.000    0.004    0.004 platform.py:769(_follow_symlinks)
        1    0.000    0.000    0.002    0.002 encoding.py:464(AddressEncoder)
        1    0.000    0.000    0.030    0.030 logging.py:97(HasLoggerMeta)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.001    0.000 _bootlocale.py:23(getpreferredencoding)
        3    0.000    0.000    0.025    0.008 serializable.py:32(_get_duplicates)
        1    0.000    0.000    0.001    0.001 contract.py:506(withdraw_balance_contractParser)
        1    0.000    0.000    0.027    0.027 chardistribution.py:28(<module>)
        4    0.000    0.000    0.001    0.000 __init__.py:122(_declare_state)
        2    0.000    0.000    0.001    0.000 sre_parse.py:784(_parse_flags)
       17    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        5    0.000    0.000    0.015    0.003 six.py:90(__get__)
        1    0.000    0.000    0.000    0.000 base.py:106(OriginColumn)
        1    0.000    0.000    3.104    3.104 decoding.py:1(<module>)
        2    0.000    0.000    0.001    0.000 contextlib.py:85(__exit__)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        6    0.000    0.000    0.001    0.000 proposal_contract_pb2.py:5(<lambda>)
        1    0.000    0.000    0.011    0.011 escprober.py:28(<module>)
        1    0.000    0.000    1.341    1.341 compat.py:9(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1126(setLoggerClass)
        1    0.000    0.000    0.109    0.109 threading.py:1(<module>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4197(__str__)
       12    0.000    0.000    0.005    0.000 pyparsing.py:1441(tryParse)
        1    0.000    0.000    0.001    0.001 cp949prober.py:28(<module>)
        1    0.000    0.000    0.001    0.001 _cpu_features.py:41(have_aes_ni)
        1    0.000    0.000    0.000    0.000 datetime.py:1034(time)
        1    0.000    0.000    0.000    0.000 datatypes.py:115(BaseKey)
        8    0.000    0.000    0.001    0.000 witness_contract_pb2.py:5(<lambda>)
       10    0.000    0.000    0.001    0.000 __init__.py:120(getLevelName)
       27    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.001    0.001 auth.py:8(<module>)
        6    0.000    0.000    0.001    0.000 requirements.py:62(<lambda>)
        5    0.000    0.000    0.002    0.000 pyparsing.py:4292(__init__)
        1    0.000    0.000    0.034    0.034 __init__.py:2254(declare_namespace)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    1.182    1.182 datatypes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 six.py:496(Module_six_moves_urllib)
        3    0.000    0.000    0.001    0.000 six.py:155(_resolve)
        1    0.000    0.000    0.412    0.412 crypto.py:1(<module>)
        2    0.000    0.000    0.023    0.011 pyparsing.py:4681(originalTextFor)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3188(parseImpl)
        1    0.000    0.000    0.001    0.001 threads.py:3(<module>)
        3    0.000    0.000    0.000    0.000 decoder.py:345(raw_decode)
        3    0.000    0.000    0.025    0.008 __init__.py:517(__init__)
        4    0.000    0.000    0.295    0.074 six.py:205(is_package)
        1    0.000    0.000    0.003    0.003 registry.py:348(ABIRegistry)
        1    0.000    0.000    3.495    3.495 messages.py:1(<module>)
        1    0.000    0.000    0.016    0.016 _mode_ctr.py:25(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:4(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        1    0.000    0.000    0.000    0.000 currency.py:9(denoms)
        6    0.000    0.000    0.001    0.000 pyparsing.py:3203(parseImpl)
        9    0.000    0.000    0.001    0.000 block.py:469(_rawDataWrapper)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
       10    0.000    0.000    0.001    0.000 __init__.py:1544(isEnabledFor)
        4    0.000    0.000    0.002    0.000 tokenize.py:464(tokenize)
        1    0.000    0.000    0.000    0.000 socket.py:139(__init__)
        1    0.000    0.000    0.001    0.001 contract.py:691(exchange_inject_contractParser)
        1    0.000    0.000    1.524    1.524 specifiers.py:4(<module>)
        1    0.000    0.000    0.091    0.091 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:73(Retry)
        6    0.000    0.000    0.001    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    1.127    1.127 _policybase.py:4(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:1582(__init__)
       23    0.000    0.000    0.000    0.000 registry.py:223(__init__)
        1    0.000    0.000    0.370    0.370 cookies.py:127(<module>)
        1    0.000    0.000    0.002    0.002 registry.py:471(copy)
        2    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.005    0.005 cookies.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1115(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:17(combomethod)
        7    0.000    0.000    0.000    0.000 functoolz.py:157(__get__)
        1    0.000    0.000    0.026    0.026 formatters.py:7(<module>)
        1    0.000    0.000    0.042    0.042 sjisprober.py:28(<module>)
        3    0.000    0.000    0.002    0.001 subprocess.py:1434(wait)
        1    0.000    0.000    0.004    0.004 containers.py:41(<module>)
        3    0.000    0.000    0.003    0.001 decorators.py:86(decorator)
        7    0.000    0.000    0.001    0.000 market_contract_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 contract.py:201(TransferContractParser)
       10    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        7    0.000    0.000    0.001    0.000 pyparsing.py:4825(tokenMap)
        1    0.000    0.000    0.068    0.068 message.py:5(<module>)
        1    0.000    0.000    1.250    1.250 parser.py:5(<module>)
        3    0.000    0.000    0.003    0.001 validation.py:1(<module>)
        4    0.000    0.000    0.005    0.001 contextlib.py:129(contextmanager)
        4    0.000    0.000    0.006    0.002 registry.py:441(unregister)
        1    0.000    0.000    0.051    0.051 re.py:179(search)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.137    0.137 ellipticcurve.py:36(<module>)
       12    0.000    0.000    0.001    0.000 pyparsing.py:3513(<genexpr>)
        5    0.000    0.000    0.000    0.000 specifiers.py:702(__hash__)
        1    0.000    0.000    0.099    0.099 decorators.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _mode_ocb.py:69(<module>)
       10    0.000    0.000    0.001    0.000 pyparsing.py:2963(__str__)
        1    0.000    0.000    0.001    0.001 base.py:6(<module>)
        1    0.000    0.000    0.008    0.008 BLAKE2s.py:31(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:1610(_get)
       20    0.000    0.000    0.001    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 block.py:670(AuthParser)
        1    0.000    0.000    0.002    0.002 os.py:607(get_exec_path)
        1    0.000    0.000    0.005    0.005 <string>:2(<module>)
       15    0.000    0.000    0.008    0.001 registry.py:382(register_decoder)
        7    0.000    0.000    0.001    0.000 grammar.py:412(<genexpr>)
        1    0.000    0.000    0.006    0.006 strxor.py:31(<module>)
        1    0.000    0.000    0.051    0.051 sbcsgroupprober.py:29(<module>)
        1    0.000    0.000    0.001    0.001 contract.py:807(market_sell_asset_contractParser)
        1    0.000    0.000    0.030    0.030 HMAC.py:34(<module>)
        1    0.000    0.000    0.107    0.107 KDF.py:25(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.158    0.158 __init__.py:97(<module>)
        1    0.000    0.000    0.001    0.001 block.py:695(OrderDetailParser)
        8    0.000    0.000    0.003    0.000 registry.py:139(remove_by_label)
        2    0.000    0.000    0.019    0.010 _mode_gcm.py:66(_build_impl)
        7    0.000    0.000    0.001    0.000 six.py:588(iteritems)
        1    0.000    0.000    0.029    0.029 numbers.py:6(<module>)
       20    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.062    0.062 fields.py:1(<module>)
        3    0.000    0.000    0.006    0.002 __init__.py:302(loads)
        1    0.000    0.000    0.001    0.001 contract.py:761(update_energy_limit_contractParser)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        9    0.000    0.000    0.001    0.000 inspect.py:91(ismethoddescriptor)
        2    0.000    0.000    0.001    0.000 charset.py:211(__init__)
        6    0.000    0.000    0.001    0.000 tokenize.py:385(find_cookie)
        1    0.000    0.000    0.032    0.032 platform.py:798(_syscmd_file)
        1    0.000    0.000    0.001    0.001 _endian.py:1(<module>)
        2    0.000    0.000    0.006    0.003 six.py:866(wrapper)
        4    0.000    0.000    0.001    0.000 pyparsing.py:3829(__init__)
        1    0.000    0.000    0.001    0.001 contract.py:219(TransferAssetContractParser)
        1    0.000    0.000    0.212    0.212 descriptor.py:33(<module>)
        5    0.000    0.000    0.007    0.001 __init__.py:339(get_provider)
